Match	Count	Cites
CCPROMISE	1	4
FactorHNE	1	6
MasterPATH	1	3
LION-web	1	95
bayesZIB	1	2
COLOCdb	1	5
colocdb	1	5
MSK-KP	1	22
fastGWA-GLMM	1	0
ColocQuiaL	1	0
nlt	1	3
LobSTR	1	181
GPCR-SAS	1	2
qarip	1	18
MStoCIRC	1	1
COBRA.jl	1	17
OcIMIDo	1	1
ocimido	1	1
BioFilmAnalyzer	1	27
biofilmanalyzer	1	27
ThaleMine	1	155
FaNDOM	1	10
mousemine	1	87
targetmine	1	80
ZebrafishMine	1	155
intermine	1	231
IsoSplitter	1	4
ChromaX	1	2
chromax	1	2
asics	1	0
deFUME	1	4
pguIMP	1	3
moltrans	1	81
hipmcl	1	31
clinehelpr	1	3
PAFScaff	1	0
ClineHelpR	1	3
bgc	1	47
GMCLDA	1	15
SeqRepo	1	0
biocommons	1	4
LaGAT	1	4
PyPhase	1	2
conodictor	1	23
HIFI-SE	1	5
RNA-eXpress	1	14
massPix	1	11
KRDS	1	1
seaview	1	2949
iBIS2Analyzer	1	1
GPRED-GC	1	0
iTIME	1	13
spatialTIME	1	13
MIRACLE	1	6
spumoni	1	17
AMON	1	23
GS-Aligner	1	4
mishima	1	5
lncRNAfunc	1	59
pyTARG	1	24
DEIMoS	1	7
deimos	1	7
CTpathway	1	8
eda	1	22
phenetic_eqtl	1	7
BASILIScan	1	0
clusTCR	1	0
IMGT StatClonotype	1	35
yloc	1	164
TCR_Explore	1	2
Sch-net	1	5
dui	1	0
SILVI	1	0
snHiC	1	1
GNNImpute	1	5
InDeep	1	6
DeepSurf	1	31
OctSurf	1	7
gimli	1	36
Virtual ChIP-seq	1	20
ARGEOS	1	4
NIPTeR	1	5
AIRRSHIP	1	1
airrship	1	1
CscoreTool-M	1	0
AntiHunter 2.0	1	8
GenomicSuperSignature	1	0
LRC	1	3
Mulcom	1	4
CellAnn	1	2
scIAE	1	8
MULTIPRED2	1	30
multipred2	1	30
RepairNatrix	1	1
repairnatrix	1	1
PDBMD2CD	1	32
HTSFilter	1	135
PhyloMed	1	2
Primer Z	1	32
Virxicon	1	4
CMWeb	1	19
GeneCup	1	7
DiNAR	1	5
BEReX	1	3
GMIEC	1	1
ImmCellFie	1	3
PEDSTATS	1	0
PedPhase	1	12
RealNeuralNetworks.jl	1	1
cerebroViz	1	26
mob-suite	1	66
GenePainter	1	7
BHIT	1	19
gca	1	4
NanoTube	1	7
RampDB	1	2
Struct2Net	1	54
BiG-MAP	1	14
ensemblqueryr	1	2
ensemblQueryR	1	2
snvstory	1	1
SNVstory	1	1
BERN2	1	28
mrmplusgui	1	6
FunFor	1	3
causaltrail	1	1
CausalTrail	1	1
KEGGParser	1	22
TagDust2	1	24
tagdust2	1	24
SSH2.0	1	8
LigSearch	1	0
PSC-db	1	7
AdipoQ	1	7
FORCAST	1	0
GAFS-8	1	13
PGMRA	1	18
BicARE	1	1901
PhyloPars	1	25
phylopars	1	25
BFGWAS_QUANT	1	1
PhaMMseqs	1	14
phammseqs	1	14
CAB-align	1	2
GR-Align	1	33
hapsim	1	25
FISH Amyloid	1	37
IDRMutPred	1	4
LHSPred	1	1
lhspred	1	1
mni	1	11
T-MTSCCA	1	16
BoBER	1	3
SORVA	1	9
sorva	1	9
TOPSAN	1	12
Sim4cc	1	11
sim4cc	1	11
PIIMS	1	4
PDBeCIF	1	1
pdbecif	1	1
TopSuite	1	8
swCAM	1	0
MetaPath Online	1	188
HapSolo	1	4
3d-dna	1	1120
MCbiclust	1	8
Datasets2Tools	1	6
datasets2tools	1	6
GESS v2	1	0
TopHap	1	0
dmeas	1	14
AutoESD	1	0
autoesd	1	0
CircParser	1	7
Matchms	1	0
spec2vec	1	0
ReDU	1	0
memo-ms	1	4
introme	1	5
Introme	1	5
DEFINED-PROTEINS	1	3
HFV	1	15
isa	1	116
famplex	1	18
sarotup	1	60
GRRANN	1	18
RegBenchmark	1	19
HALD	1	1
AgingBank	1	6
hald	1	1
ccharppi	1	35
ligplot	1	5059
Poky	1	50
NMRNet	1	22
karawun	1	4
Karawun	1	4
RWD-Cockpit	1	1
ExpressYourself	1	19
NeddPred	1	1
KEGG_Extractor	1	2
kwarg	1	0
iUP-BERT	1	4
varwatch	1	2
VarWatch	1	2
SHEPHARD	1	6
shephard	1	6
SelEnergyPerm	1	3
tacs	1	0
yeastract	1	125
Exodus	1	1
ManyFold	1	1
openfold	1	62
pyam	1	2
D2H2	1	0
IML-TYLCVs	1	12
covidprognosis	1	15
CovidPrognosis	1	15
DiRE	1	92
PlasMapper 3.0	1	3
VIBES	1	1
spkTools	1	25
iBLP	1	35
GPMiner	1	31
Necklace	1	3
BSA4Yeast	1	2
bsaseq	1	8
SCMMTP	1	11
DaTeR	1	1
dater	1	1
Phylotyper	1	2
CirPred	1	2
SATCHMO-JS	1	18
satchmo-js	1	18
Griottes	1	2
Empusa	1	1
ddbj	1	100
funtrp	1	24
panache	1	9
Panache	1	9
ATGme	1	21
PRANA	1	0
Wombat	1	269
MS2Planner	1	4
NextBio gene-centric data	1	210
XenBase	1	94
GLOSSary	1	3
marref	1	62
l1kdeconv	1	9
thunor	1	5
Thunor	1	5
Pbine	1	1
SuperPhy	1	7
gofasta	1	10
TEspeX	1	7
L1EM	1	22
histone_tails	1	7
CellExplorer	1	0
Wang-xiaoheng	1	3
PIP-SNP	1	1
NAGPKin	1	0
Kfits	1	2
TaxonTableTools	1	0
apscale	1	6
APSCALE	1	6
grapes-dd	1	0
GRAPES-DD	1	0
LowMACA	1	8
PyCoM	1	0
pycom	1	0
CuBIDS	1	9
cubids	1	9
trnamod	1	17
SpliceV	1	8
OSgc	1	1
3DChrom	1	2
srtsim	1	21
SRTsim	1	21
hvf_extraction_script	1	7
CaSilico	1	4
AQRNA-seq	1	0
tModBase	1	7
PHISDetector	1	0
PhageTailFinder	1	1
VIRALpro	1	8
GPDBN	1	17
GeneRecon	1	3
bddb	1	0
brainbase	1	4
BrainBase	1	4
ElemeNT 2023	1	0
scGWAS	1	10
Pyramid-Net	1	0
3GOLD	1	3
RIblast	1	46
3dtf	1	10
NPARS	1	1
QSalignWeb	1	2
idepi	1	14
IDEPI	1	14
cbo	1	15
CBO	1	15
parbibit	1	2
ParBiBit	1	2
MitoGenesisDB	1	2
gowinda	1	76
geoboost2	1	5
GeoBoost	1	8
GeoBoost2	1	5
DACPGTN	1	3
iATC-NRAKEL	1	46
CGATCPred	1	3
FLIMJ	1	19
seqfu	1	26
LINbase	1	0
LINflow	1	3
HAPI-UR	1	74
focusedMDS	1	0
distnet	1	5
MPASS	1	1
micrographite	1	26
GenNon-h	1	3
seq2hosts	1	62
R3CPET	1	15
TAILOR-MS	1	0
SGD-Net	1	0
psupertime	1	12
HotSpotAnnotations	1	12
HLungDB	1	34
copid	1	27
ggcoverage	1	5
paivs	1	2
PAIVS	1	2
vlad	1	31
VLAD	1	31
birta	1	20
Terminome-seq	1	12
MethylCal	1	3
visTrajectory	1	5
ksRepo	1	19
SACMES	1	12
pcaExplorer	1	0
magnetique	1	2
Magnetique	1	2
repliscan	1	10
Repliscan	1	10
RPI-SE	1	15
ARES-GT	1	1
TRAMPLE	1	500
Cruxome	1	3
cruxome	1	3
MyomirDB	1	0
visJS2jupyter	1	9
CancerTracer	1	9
DeepAction	1	4
Fiddle	1	4
EnsemPPIS	1	5
EGRET	1	0
ensemppis	1	5
TIMEDB	1	4
PZLAST	1	4
IPs-GRUAtt	1	3
DeepIPs	1	35
PhosphoSVM	1	68
ClipSV	1	0
predikin	1	58
lorikeet	1	0
AlphaPeptDeep	1	34
alphapeptdeep	1	34
EAT-Rice	1	2
AutoScore-Ordinal	1	1
Meryl	1	919
ShaKer	1	5
ATRPred	1	2
CancerOmicsNet	1	12
PepArML	1	8
BayesRCO	1	0
EndoRex	1	2
BURRITO	1	36
JeasyTFM	1	0
CNN6mA	1	0
scselpy	1	0
scSELpy	1	0
LikelihoodProfiler	1	5
N-Tools-Browser	1	1
ClusterFlow	1	11
expipe	1	2
Expipe	1	2
minas	1	20
mmnet	1	6
aromatase-related	1	0
mutSignatures	1	0
SigProfilerMatrixGenerator	1	0
treeviewer	1	13
SILVA Tree Viewer	1	10
DDK-Linker	1	1
mitoODE	1	8
AOP-Wiki RDF	1	11
LEADD	1	12
AiZynthFinder	1	0
PCIP-seq	1	18
amis	1	3
MISCAN	1	5
KiMoSys	1	10
CLIMA	1	89
hypercldb	1	90
IPTK	1	2
AMASS	1	15
Pizzly	1	0
LongGF	1	19
TopoFilter	1	2
ROMOP	1	6
LAHEDES	1	22
INTERPRET DSS	1	28
The Protein Geometry Database (PGD)	1	22
lncHUB2	1	3
tcgabiolinks	1	1905
Dynamic cancer drivers	1	0
masc	1	17
mapman	1	2030
TermInformer	1	7
factorbook	1	16
petiteFinder	1	0
halSynteny	1	9
OliveAtlas	1	1
hmmufotu	1	17
HmmUFOtu	1	17
atlas2	1	23
UMIc	1	5
GMA	1	8
tinker-hp	1	16
Tinker-HP	1	16
kg-covid-19	1	0
KG-Hub	1	7
CROssBAR	1	0
KG-COVID-19	1	0
iScore	1	0
G-RANK	1	1
orthofisher	1	13
PremPRI	1	0
PEMPNI	1	5
FunHoP	1	1
ParentChecker	1	3
opera-lg	1	36
mdt	1	0
MTide	1	40
pncstress	1	11
PncStress	1	11
eContour	1	8
UmetaFlow	1	3
POSTm	1	4
TrawlerWeb	1	7
SCOIT	1	2
dualKS	1	1
IntegratedPhasing	1	17
virtualtaste	1	12
IPSI	1	6
EcoTransLearn	1	0
SCISSOR	1	7
hash-cgMLST	1	15
stampy	1	726
scReClassify	1	8
AncientMetagenomeDir	1	16
iProm-Zea	1	5
DPProm	1	3
PhagePromoter	1	30
iProm-phage	1	4
seprom	1	2
k-seq	1	10
ProTrack	1	0
LandScape	1	0
ProNetView-ccRCC	1	0
TMP-SSurface2	1	1
TeaProt	1	2
nORFs	1	12
Zoish	1	0
zoish	1	0
BayCANN	1	6
AMALPHI	1	0
DenoisEM	1	14
predictonco	1	0
PredictONCO	1	0
cSupB	1	1
PopCover-2.0	1	5
Rust Expression Browser	1	9
SEARCHPKS	1	74
fastcontact	1	106
Anno-J	1	72
OmicBrowse	1	1
omicbrowse	1	1
gQSPSim	1	7
BITES	1	11
CoNekT-Plants	1	20
tcs	1	4183
sourcefinder	1	5
SourceFinder	1	5
PyCurv	1	13
pycurv	1	13
EntropyExplorer	1	11
LigBuilder V3	1	20
NucBreak	1	3
irprofiler	1	3
syn-view	1	6
TAIGET	1	1
RBCNet	1	18
hta	1	8
epibuilder	1	2
EpiBuilder	1	2
Methpat	1	14
methpat	1	14
PhenoComp	1	4
CrisPam	1	0
cas-designer	1	194
matras	1	225
ReDCM	1	1
vivaGen	1	0
vivagen	1	0
NPvis	1	0
npvis	1	0
sdndl-cao	1	4
SDNDL-CAO	1	4
MolMiner	1	7
MUREN	1	5
coreMRI	1	3
NetProphet	1	9
PacDOCK	1	8
pacdock	1	8
PanGEA	1	16
PiNN	1	12
R-CRISPR	1	12
ViralORFeome	1	28
COVID-opt-aiNet	1	7
VenomZone	1	0
COVID-19 Scenarios	1	0
OpenFlu	1	0
samselect	1	2
SamSelect	1	2
hhmd	1	45
CPMCGLM	1	0
MISTIC2	1	17
MAKIPS	1	20
peptideprophet	1	3087
proteinprophet	1	3021
MASSyPup	1	10
massXpert	1	8
massypup	1	10
SpiderMass	1	11
OpenMZxy	1	16
locas	1	13
AliGater	1	0
aligater	1	0
CoMetGeNe	1	2
pma	1	10
DIEM	1	51
trex	1	67
OpenEP	1	5
EView	1	3
adamant	1	1
Adamant	1	1
socialh	1	0
sapphire	1	31
methylextract	1	23
Cheetah-MS	1	0
premeta	1	2
SCORE-Seq	1	196
PreMeta	1	2
FLIBase	1	2
INTEGRALL	1	325
IPEV	1	0
BioTapestry	1	35
adepts	1	16
Alloscore	1	11
OMeta	1	9
CSMD	1	1
PhaeoEpiView	1	4
pFlexAna	1	0
MeConcord	1	1
arax	1	3
transCRISPR	1	0
transcrispr	1	0
SUBAcon	1	97
HaplotypeTools	1	2
Gretel	1	0
StrainXpress	1	4
brain2mesh	1	40
LAILAPS-QSM	1	1
MuDCoD	1	0
RiboDoc	1	6
memprotmd	1	89
ocsana	1	14
COVID-GWAB	1	0
TRSRD	1	0
ScoMAP	1	38
NeuronCyto II	1	7
3dLOGO	1	58
ccpdb	1	15
Pangaea	1	0
FAIR-Checker	1	3
odefy	1	170
mexpress	1	210
gto	1	0
CSP-Analyzer	1	7
NiftyFit	1	15
IDSL_MINT	1	0
OPUS-Fold	1	1
OPUS-Rota3	1	8
OPUS-X	1	2
aCMs	1	1
acms	1	1
Tangle	1	3
cem	1	46
GenomicDistributions	1	6
Alveolus Analysis	1	0
DiffBrainNet	1	3
diffbrainnet	1	3
Perceiver CPI	1	7
restretto	1	1
REstretto	1	1
hgpd	1	10
dLagM	1	6
bacdive	1	56
salami	1	17
Delly2	1	1214
ClinSV	1	32
dnatraffic	1	1
LyoPRONTO	1	3
MITSU	1	2
markerpen	1	6
MedProDB	1	1
miRvial	1	3
ChemoDOTS	1	0
cmoRe	1	6
nf-core circrna	1	2
DEBKS	1	0
TI2BioP	1	8
SeqDivA	1	5
ti2biop	1	8
INoDS	1	7
RevEcoR	1	21
propan	1	7
PlateEditor	1	1
plateeditor	1	1
VKCDB	1	12
RepEx	1	5
btwisted	1	0
SBARS	1	2
RepeatAround	1	9
compseq	1	0
snovault	1	9
gasv	1	92
mrfast	1	418
EquiPNAS	1	0
SASE-hunter	1	18
selansi	1	5
SELANSI	1	5
PlastoGram	1	0
proms	1	13
ProMS	1	13
DeepST	1	39
pseudochecker	1	5
miRNEST	1	27
BION	1	11
MCTBI	1	10
MCID	1	13
cpa	1	5
MiSTIC	1	13
FHIR-PYrate	1	1
diyabc	1	37
DIYABC	1	37
covinter	1	7
ADGO	1	31
CyFi-MAP	1	2
Crossmapper	1	11
DeepPROTACs	1	19
deepprotacs	1	19
sylamer	1	194
APID Interactomes	1	130
ResPipe	1	38
cometanalyser	1	3
CometAnalyser	1	3
dittoseq	1	82
GBMdeconvoluteR	1	2
GeneMates	1	0
hgtseq	1	1
RVdb	1	1
haploclique	1	34
GeneRecommender	1	0
neuprint	1	0
FlyBrainLab	1	0
neuPrint	1	0
PromoterCAD	1	1
sav-pred	1	2
SAV-Pred	1	2
DEEPScreen	1	61
TrpNet	1	11
IDTxl	1	38
Traitar	1	58
traitar	1	58
P-Match	1	121
mEAT	1	1891
GeneStoryTeller	1	0
CNN-SuccSite	1	22
MuSICA 2	1	7
Sircah	1	8
monovar	1	85
CoronaCentral	1	16
LUMINOUS	1	5
ISOTOPE	1	0
OMWare	1	2
inga	1	36
genehub-gepis	1	35
GeneHub-GEPIS	1	35
scones	1	19
SConES	1	19
RefRGim	1	3
RELICS	1	6
SPMM	1	10
Dr AFC	1	4
Nanoscape	1	4
dials	1	547
Canis MitoSNP	1	1
Bioinformatics Docker Images Project	1	0
EdgeAlign	1	1
NCResNet	1	6
AXIOME	1	29
axiome	1	29
shifty	1	58
Flexible cFDR	1	0
swfdr	1	0
MitoScape	1	12
CausalR	1	1901
TorchDIVA	1	1
YPIBP	1	1
MorphoNet	1	41
rrvgo	1	80
WebMicroscope	1	33
BreCanSurvPred	1	6
altanalyze	1	214
inTB	1	4
DIPM	1	0
dipm	1	0
rdf2json	1	0
RDF2JSON	1	0
CjPCA	1	3
ringer	1	101
streamer	1	1901
pipasic	1	19
rGADEM	1	29
rmat	1	19
GADEM	1	65
PrMFTP	1	8
MLBP	1	16
TPpred-ATMV	1	14
Phyrex	1	8
phyrex	1	8
VisionTool	1	0
merlin-sysbio	1	69
suffixerator	1	227
PhenoForecaster	1	1
MWI	1	5
e-LEA3D	1	37
StudyPortal	1	1
TranSyT	1	4
memote	1	0
breakalign	1	2
OpenHiCAMM	1	4
CRISPR-Surfaceome	1	1
3D ART VeSElecT	1	7
eCALIBRATOR	1	2
FEDA	1	2
X-omics ACTION demonstrator multi-omics analysis workflow	1	0
CRISP-view	1	13
ContEst	1	168
GOTrapper	1	6
ProbePlus	1	5
onlineFDR	1	10
InterOpt	1	0
greg	1	3
AbAgIntPre	1	4
DOMAC	1	128
PDB-BLAST	1	3
prophaser	1	2
COVIDC	1	4
covidc	1	4
BioMap	1	0
WinSAAM	1	73
statgenMPP	1	1
neoANT-HILL	1	8
quanttb	1	19
MSABrowser	1	2
msabrowser	1	2
DeepScreening	1	18
mne-bids	1	32
SyBLaRS	1	0
syblars	1	0
Neoantimon	1	7
agreg-snpdb-plants	1	0
agReg-SNPdb-Plants	1	0
CENTRE	1	1
lineagespot	1	13
STAMPR	1	18
ModelCIF	1	10
ModelArchive	1	95
AS-CMC	1	8
bambus	1	111
atlasBREX	1	12
gcen	1	4
GCEN	1	4
CircPrime	1	2
circPrimer2.0	1	21
mapsplice	1	624
chilin	1	68
omen	1	3
LP-SDA	1	9
xlink	1	71
Xilmass	1	13
pLink-SS	1	66
myDGR	1	16
123VCF	1	1
DQueST	1	7
CASPredict	1	4
caspredict	1	4
e-MutPath	1	10
Hummingbird	1	1
rpiso	1	2
RPiso	1	2
Umabs-DB	1	37
SyntenyViewer	1	0
CircPCBL	1	0
SuffPCR	1	0
suffpcr	1	0
BrainQuake	1	2
MassMatrix	1	132
MPRAscore	1	6
malacoda	1	1
stpm	1	3
tmax	1	74
ChronoRoot	1	17
resfinder	1	2861
maskrc-svg	1	0
vismapper	1	1
VISMapper	1	1
TROLLOPE	1	0
OncoThreads	1	2
oncothreads	1	2
StCoExpNet	1	1
FAConstructor	1	1
4DR-GAN	1	1
logicFS	1	57
mapseq	1	62
MeiosisOnline	1	4
chemmort	1	1
ChemMORT	1	1
metadataset	1	3
Metadataset	1	3
NeuCA	1	5
clipplotr	1	0
CLIP-Explorer	1	0
easyXpress	1	10
SOHPIE	1	1
veganbagel	1	10
glycomod	1	0
SugarBind	1	10
GlycoMod	1	0
KUPS	1	14
chiLife	1	13
RUV-III	1	46
SUPERGNOVA	1	61
OmixLitMiner	1	2
RegSNPs-intron	1	35
rnanue	1	7
CemrgApp	1	30
BinMat	1	0
COMMO	1	0
premedkb	1	27
DISSEQT	1	9
cgRNASP	1	7
rsRNASP	1	10
StressGenePred	1	1
Graphery	1	0
pSSAlib	1	4
metagWGS	1	0
SpinSPJ	1	0
spinspj	1	0
SuperNatural 3.0	1	12
MACER	1	2
Alfie	1	0
MMMDB	1	36
NanoSTR	1	2
ALLSorts	1	0
GenomeReviews	1	21
recoittv	1	5
RecoItTV	1	5
QCEWAS	1	18
EpiVisR	1	0
gbdmr	1	0
MotifRegressor	1	173
DruMAP	1	4
2dx	1	111
TOMOJ	1	103
COSS	1	0
ssNPA	1	7
Biomine Explorer	1	4
vaeda	1	1
QAFFP	1	11
QGRS Mapper	1	477
SinCHet	1	9
equisim	1	2
Arena3Dweb	1	16
multicoil	1	52
collBook	1	3
D3AI-Spike	1	5
multifit	1	17
PhySortR	1	13
BIOdry	1	0
DEEPCYPs	1	8
iCYP-MFE	1	10
iEDGE	1	4
annotatorj	1	14
OpSeF	1	0
rstoolbox	1	5
MISpheroID	1	16
Netpredictor	1	2
netpredictor	1	2
PM-CNN	1	0
RCADE	1	11
Slinker	1	1
FunTaxIS-lite	1	0
community-simulator	1	18
Community Simulator	1	18
DeepCINAC	1	6
FunOrder	1	7
MATRAS	1	225
genmapp	1	590
halvade_somatic	1	2
Halvade Somatic	1	2
PTMClust	1	9
molywood	1	12
Molywood	1	12
CyProduct	1	8
insct	1	0
scDREAMER	1	2
agodb	1	0
AGODB	1	0
AGONOTES	1	1
xcavator	1	14
Volume Browser	1	0
fastxtend	1	0
Cocoa Genome Hub	1	371
BEclear	1	10
NNLDA	1	7
PyBindingCurve	1	0
CLAffinity	1	1
VING	1	10
ving	1	10
viscose	1	9
Enrichment Map Cytoscape Plugin	1	1346
preditor	1	111
zinfandel	1	5
Zinfandel	1	5
DNannotator	1	9
GenRisk	1	4
chip-array	1	34
sparsedossa2	1	27
HantaReg	1	3
iACVP	1	13
PreTP-Stack	1	9
Deep-AVPiden	1	2
chemotion_ELN	1	18
Newt-omics	1	11
scAnalyzeR	1	1
Tree-Weighting	1	2
FLAM-seq	1	78
Nano3P-seq	1	14
PAIso-seq	1	8
nano3p-seq	1	14
sequins	1	0
AligNet	1	5
SPEDRE	1	2
DLAE	1	0
dlae	1	0
ISOWN	1	23
CARNAC	1	68
GoFAE-DND	1	2
taveRNA	1	61
LGEpred	1	36
TDNAscan	1	15
CONFINED	1	4
miRAGDB	1	2
miragdb	1	2
Sc2Mol	1	1
antarna	1	21
CRI iAtlas	1	35
pygna	1	0
PyGNA	1	0
Human Eye Transcriptome Atlas	1	18
ebd	1	3
biomedisa	1	52
CSTEA	1	6
cstea	1	6
rvdb-prot	1	35
plateflo	1	1
PlateFlo	1	1
dammit	1	0
transXpress	1	2
CODECHECK	1	0
Driftage	1	3
driftage	1	3
vol2Brain	1	7
DeepciRGO	1	3
allegro	1	25
seqsite	1	5
SeqSite	1	5
HASP	1	5
p53MutaGene	1	7
DI2	1	2
Ultraplex	1	13
ultraplex	1	13
profileScoreDist	1	5
panama	1	0
optconet	1	48
OptCoNet	1	48
ReCSAI	1	1
ProtoCaller	1	9
restraintmaker	1	4
RestraintMaker	1	4
epimutacions	1	0
Velo-Predictor	1	3
PhyInformR	1	14
vapur	1	0
tealeaves	1	6
clippda	1	2
MatchSeq	1	5
matchseq	1	5
RefHiC-SR	1	2
BioMOBS	1	0
ThETA	1	3
CryProcessor	1	7
imirp	1	11
ImiRP	1	11
PROTEUS2	1	52
proteus2	1	52
WellExplorer	1	2
PlasticDB	1	30
ReCappable-seq	1	17
VCE	1	11
RS-ExpNet-CRNMF	1	10
Rephine.r	1	2
petalNet	1	23
AnnoSINE	1	6
Morphoscanner2.0	1	0
WormGender	1	4
SBILib	1	1
Scotty	1	82
subSeq	1	25
MEDIPIPE	1	0
m6AGE	1	9
GenIO	1	9
FL-circAS	1	4
USMPep	1	6
mInDel	1	15
zebra2	1	7
Fitmunk	1	16
fitmunk	1	16
Girder	1	5
girder	1	5
DeepMF	1	7
MIAOME	1	9
fsbc	1	7
FSBC	1	7
RAINBOWR	1	30
tis	1	0
CiF	1	25
SigMod	1	17
ModularBoost	1	0
EvORanker	1	1
NormSeq	1	4
CitrusKB	1	2
SARpred	1	55
vitapred	1	13
BC_Intrinsic_subtyping	1	20
sams	1	7
DeepSCM	1	8
bystro	1	23
fungifun	1	146
DEP2	1	4
ProteoMill	1	0
rspatialdata	1	0
plip	1	1090
iTAR	1	2
STRScan	1	8
adc	1	1
ihs	1	1651
ffas	1	335
sampleDrift	1	13
JCBIE	1	0
qTorch	1	1
Ribose-Map	1	5
rNMPID	1	0
BacPP	1	1
cdbprom	1	1
CDBProm	1	1
RIGD	1	3
CPDR	1	2
genex	1	0
VAPPER	1	3
LIden	1	3
SeqSeg	1	319
DeviaTE	1	18
VFFVA	1	5
HighMap	1	176
enzymine	1	1
EnzyMine	1	1
RxnBLAST	1	2
PortaDrop	1	6
Diversity Workbench	1	0
DiversityDescriptions	1	4
Microbe Directory	1	0
Kassiopeia	1	9
kassiopeia	1	9
PASCCA	1	0
priori-t	1	7
PRIORI-T	1	7
trapr	1	5
SinoPedia	1	1
iSMU	1	16
MixClone	1	5
PyLOH	1	23
OSbrca	1	19
Cuneiform	1	0
ChemOS	1	27
mirIntegrator	1	10
miRgo	1	10
abdiver	1	6
ClonoMatch	1	3
AbDiver	1	6
iBIG	1	3
ibig	1	3
digsee	1	60
DCGN	1	2
dils	1	0
midSIN	1	15
CSNAP	1	34
BRCA Share	1	56
PeCanPIE	1	25
pathway2vec	1	3
uslcount	1	6
hichipdb	1	6
MiRmat	1	17
Spatstat	1	5
FUn	1	18
FEgrow	1	1
csar	1	38
StimuliApp	1	6
ito	1	6
ggpubfigs	1	19
sable	1	5
DomArchive	1	6
AnimalMetaOmics	1	0
PCGA	1	6
pcga	1	6
JASPAR2018	1	684
sSMC	1	1
geff	1	1
GeFF	1	1
FAMoS	1	5
wigwams	1	17
LaRA 2	1	2
Momba	1	0
momba	1	0
crispRdesignR	1	3
PICEAdatabase	1	1
morfeus	1	5
morFeus	1	5
parody	1	1901
Johns Hopkins Coronavirus Resource Center	1	5092
CoVerifi	1	16
HyperChIP	1	1
pepbindpred	1	20
aptardi	1	12
DeepCNV	1	11
ParseCNV2	1	5
deepaps	1	8
DeepAPS	1	8
ChromDMM	1	0
SPar-K	1	1
MariaOsmala	1	0
BatchQC	1	33
OTTERS	1	10
csmetapred	1	2
CSmetaPred	1	2
STRAW	1	57
PretiMeth	1	5
dendrosplit	1	23
DendroSplit	1	23
RNAthermsw	1	7
PTRcombiner	1	1
mapache	1	3
Opfi	1	3
LIQUORICE	1	2
PolarProtPred	1	1
PolarProtDb	1	4
svtyper	1	318
WAGS	1	10
ProkSeq	1	0
SeMa-Trap	1	2
DHRLS	1	2
CBP-JMF	1	1
knnimpute	1	1357
Bioentity2vec	1	2
getSequenceInfo	1	0
SADMAMA	1	6
TimelessFlex	1	3
ntLink	1	8
goldrush	1	9
GoldRush	1	9
ntJoin	1	0
RNAclust	1	0
Amadis	1	8
PARP1pred	1	1
ToBRFV	1	15
NMF-mGPU	1	13
PanelPRO	1	8
bayesmendel	1	30
panelpro	1	8
OmicsVolcano	1	6
SLNPM	1	21
AutoCCS	1	7
mspls	1	4
msPLS	1	4
DART-MS	1	7
LDB	1	23
deepcomplex	1	11
DeepComplex	1	11
PanCancerSig	1	2
microUSV	1	3
SamCluster	1	11
biosunms	1	4
CompassXport	1	0
MASPECTRAS	1	14
Splicing Express	1	7
UGDR	1	0
OCplus	1	1901
DstarM	1	3
RAId	1	0
OMSSAGUI	1	7
zumis	1	159
qrat	1	6
Auto-qPCR	1	0
SDRS	1	24
gotools	1	1901
mippie	1	7
MIPPIE	1	7
EventEpi	1	8
iAdmix	1	36
BioPartsDB	1	2
biopartsdb	1	2
PPNet	1	1
vapros	1	5
VaProS	1	5
DIAMIN	1	0
ReSeqSim	1	7
FireProt ASR	1	0
mRNA optimiser	1	45
scLink	1	0
agreg-snpdb	1	5
X2K Web	1	88
x2k_web	1	88
X2K	1	108
SubCellBarCode	1	1
FXD-CSD-GUI	1	0
tama	1	2
Drava	1	0
PNV	1	0
d-Omix	1	3
mapsci	1	15
MAPSCI	1	15
bike	1	3
iPhys	1	9
pyvhr	1	12
StemChecker	1	67
datacleanr	1	0
BitMapper	1	6
Bacteriome.org	1	24
BeadDataPackR	1	1
CytoGPS	1	9
ecid	1	170
pBRIT	1	14
pbrit	1	14
OBAMA	1	6
obama	1	6
SilkDB 3.0	1	41
Neopeptide Analyser	1	4
VegScape	1	1
MSIsensor-ct	1	15
MIAmS	1	6
epiflows	1	7
SperMD	1	3
CAMPO	1	18
SCR_FIND	1	18
CHC_FIND	1	18
RCMF	1	2
SCAN.UPC	1	58
Tibanna	1	5
ToolJig	1	2
DGH-GO	1	1
CellTrans	1	9
SPeDE	1	20
xnat.bmia.nl	1	0
YTLR	1	1
steinernet	1	33
Boosting heritability	1	4
covacs	1	26
RNAcmap	1	0
RNAthreader	1	0
genelink	1	7
MaizeDIG	1	4
STENSL	1	2
webgmap	1	3
PALMA	1	6
Yeast-Deletion-Library-Tools	1	1
BIGKnock	1	3
biotechlec	1	5
BiotechLec	1	5
CyNetSVM	1	3
MR-MEGA	1	120
HYPER	1	0
CurSa	1	0
mlho	1	17
MLHO	1	17
Struct-f4	1	2
scSO	1	1
PlanTEnrichment	1	0
TEffectR	1	15
InPACT	1	1
VEnAS	1	2
CATANA	1	4
proteinevolverabc	1	3
ProteinEvolverABC	1	3
Commet	1	0
biMM	1	8
GEAR-base	1	7
